,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
13650,a0013651,2013651, 13651 (1997 BR),13651,,,Y,Y,17.6,0.562,0.511,0.021,JPL 147,2459000.5,59000,20200531.0,J2000,0.3056593725573473,1.3355274416762442,0.9273109618203642,17.2485471798234,116.66377997185309,133.82498931730441,320.90641031657617,1.743743921532124,0.6385940235464836,2459061.718220406,20200731.218220398,563.7384421493813,1.5434317375753102,0.0140583,5.471068611000001,3.0453e-08,8.2493e-10,4.053e-08,5.736000000000001e-06,1.1339000000000001e-05,1.4297e-05,9.3986e-06,1.0771e-09,5.9167e-10,1.4761e-05,5.2232e-07,APO,0.52545
14826,a0014827,2014827, 14827 Hypnos (1986 JK),14827,Hypnos,,Y,Y,18.3,0.9,,,51,2459000.5,59000,20200531.0,J2000,0.6662279831544159,2.841134741944624,0.9482912729489152,1.980573410094367,57.966204926458175,238.10944364016657,52.717983718764785,4.733978210940331,0.2058099313039201,2458744.3511184333,20190917.8511184,1749.186726409169,4.78901225574037,0.014578299999999999,5.673437011,2.5993e-08,2.1076000000000003e-08,7.4009e-08,1.2438e-05,0.00019745,0.00020207,2.4045e-05,3.5118e-08,2.2900999999999998e-09,0.00011409,1.9464000000000002e-05,APO,0.63539
16959,a0016960,2016960, 16960 (1998 QS52),16960,,,Y,Y,14.3,,,,212,2459000.5,59000,20200531.0,J2000,0.8582737186661318,2.202198267028964,0.312109371145904,17.53991937124279,260.4250008020099,242.95637158800528,185.5819994993697,4.092287162912025,0.3015917442964793,2459578.8248507264,20211230.324850697,1193.666626517808,3.2680811129851,0.0152245,5.924918665,2.7601e-08,1.0068e-08,6.0777e-08,5.7799e-06,2.7666999999999998e-05,2.6184000000000002e-05,9.3854e-06,1.8709e-08,2.0682e-09,3.493e-05,8.1856e-06,APO,0.48206000000000004
20424,a0020425,2020425, 20425 (1998 VD35),20425,,,Y,Y,20.4,,,,30,2459000.5,59000,20200531.0,J2000,0.4764358514549722,1.5646214895953459,0.8191797179952404,6.984029914675074,227.36516479443068,296.1506634363977,307.0577835501049,2.3100632611954515,0.503605120951973,2459105.6264457954,20200913.1264458,714.8457889377419,1.9571411059212602,0.00325523,1.2668378591,1.266e-07,5.8263e-08,1.8811e-07,3.7773e-05,0.00013889,0.00013506,0.00018257,8.6022e-08,2.813e-08,0.00036837,3.9929000000000003e-05,APO,0.63021
22752,a0022753,2022753, 22753 (1998 WT),22753,,,Y,Y,17.7,,,,205,2459000.5,59000,20200531.0,J2000,0.5699465427122402,1.2189356973723329,0.5242075108664384,3.204402374293903,307.4068188442448,324.7641505896349,73.58375670253236,1.913663883878228,0.7323739361014034,2458900.0270679696,20200220.527068,491.5521733560913,1.34579650473947,0.0336101,13.080042617,8.484899999999999e-09,2.4075e-09,1.1256e-08,3.3014e-06,4.6111000000000006e-05,4.5865e-05,1.1716e-05,3.7796000000000005e-09,2.1696999999999997e-09,1.5700999999999998e-05,1.4563e-06,APO,0.50274
23186,a0023187,2023187, 23187 (2000 PN9),23187,,,Y,Y,16.0,,,,JPL 287,2459000.5,59000,20200531.0,J2000,0.5892830226078084,1.846978302853269,0.7585853458568546,51.32346080064878,164.3116373042186,293.5495945803496,259.1400162081538,2.9353712598496835,0.3926552272680673,2459257.3665251024,20210211.866525102,916.8348591835415,2.51015704088581,0.0141495,5.506560915,1.6525e-08,1.4790999999999998e-09,3.084e-08,8.0666e-06,7.384300000000001e-07,4.0102999999999995e-06,2.3264e-06,2.3508e-09,4.7168e-10,6.175e-06,1.1014e-06,APO,0.35367
25142,a0025143,2025143, 25143 Itokawa (1998 SF36),25143,Itokawa,,Y,Y,19.2,0.33,,,195,2459000.5,59000,20200531.0,J2000,0.2801166458578437,1.324118017979547,0.9532105200631802,1.6213034634096593,69.08038938457929,162.81477109343618,187.63274903048548,1.6950255158959142,0.6468655624564604,2459266.9653383535,20210221.465338398,556.5298585890188,1.52369571140046,0.012967700000000002,5.046639809,1.2779000000000001e-09,2.0107e-09,3.0854999999999997e-09,1.9499000000000003e-07,4.9531e-06,4.9852e-06,9.1014e-06,2.574e-09,1.4733999999999999e-09,1.4677e-05,1.2677e-06,APO,0.4614
26662,a0026663,2026663, 26663 (2000 XK47),26663,,,Y,Y,18.1,,,,56,2459000.5,59000,20200531.0,J2000,0.4716218097573868,1.54587737025309,0.8168078872313378,13.53701031193953,303.67486124424113,231.114353051988,8.452739567891017,2.274946853274842,0.5127923225455038,2458984.0162517135,20200514.516251698,702.0385917888906,1.9220769111263303,0.035064,13.64585688,6.5366e-08,7.4946e-09,9.847799999999999e-08,4.5759e-06,1.0832e-05,1.8623e-05,2.5134e-05,1.1029e-08,3.7290999999999995e-09,4.8893999999999996e-05,5.1053e-06,APO,0.49123
27001,a0027002,2027002, 27002 (1998 DV9),27002,,,Y,Y,18.1,,,,76,2459000.5,59000,20200531.0,J2000,0.4338969623400324,1.743485414821266,0.9869923894461676,8.701950393297112,130.3677394654649,0.7878793385548687,238.83704146452732,2.499978440196365,0.428130921830267,2459283.504455781,20210310.0044558,840.8642815636719,2.30216093515037,0.00188777,0.7346634509000001,3.6882e-08,6.8123e-09,6.402e-08,5.865e-06,3.6884e-05,3.5901999999999996e-05,1.7028e-05,9.7681e-09,2.5091999999999996e-09,4.1362e-05,4.9282e-06,APO,0.5875
29074,a0029075,2029075, 29075 (1950 DA),29075,,,Y,Y,17.1,2.0,0.07,0.2,166,2459000.5,59000,20200531.0,J2000,0.5078265461162728,1.698568963220988,0.8359905532881752,12.167495499956212,356.662226848215,224.6832916054013,230.88293054821028,2.5611473731538,0.4452247487590921,2459290.5042502396,20210317.0042502,808.5803877780238,2.21377245113764,0.0401055,15.607857435,2.6793e-08,1.1590999999999999e-09,4.5918999999999996e-08,4.4834e-06,7.3398000000000004e-06,8.5399e-06,2.5835000000000003e-06,1.7477e-09,4.5573000000000004e-10,6.0639e-06,8.276600000000001e-07,APO,0.49936
31668,a0031669,2031669, 31669 (1999 JT6),31669,,,Y,Y,15.9,,,,74,2459000.5,59000,20200531.0,J2000,0.5783265615968227,2.135602590641422,0.9005268874585014,9.543419169531564,78.81978626828412,39.10126981886529,312.2874336686564,3.370678293824342,0.3158082094837013,2459151.5808297517,20201029.0808298,1139.93236777646,3.1209647303941397,0.00181638,0.7068806045999999,4.6075999999999995e-08,2.0099999999999998e-08,1.0158e-07,5.4336e-06,4.5125e-05,4.6096e-05,3.2343e-05,3.1725e-08,4.4586e-09,0.00010453,1.6094000000000002e-05,APO,0.58014
33341,a0033342,2033342, 33342 (1998 WT24),33342,,,Y,Y,17.9,,,,JPL 182,2455439.5,55439,20100831.0,J2000,0.4179388925142801,0.7184545648761229,0.4181844597099671,7.342580784040122,81.99939572468145,167.2942523872858,318.366092448587,1.018724670042279,1.6184717045621462,2455465.224210954,20100925.724211,222.4320629055376,0.6089857985093431,0.00994683,3.8710078311,1.657e-08,4.5811000000000003e-10,1.2117e-08,2.8498000000000002e-06,2.3593e-06,4.4052e-06,6.1687e-06,6.4957e-10,1.548e-09,3.8113e-06,2.1274e-07,ATE,0.31998000000000004
35106,a0035107,2035107, 35107 (1991 VH),35107,,,Y,Y,16.7,0.929,0.408,0.035,JPL 489,2459000.5,59000,20200531.0,J2000,0.1442312825767116,1.13732248180345,0.9732850015496096,13.91128005931783,139.3511620410733,206.93644717728367,240.41234759685608,1.30135996205729,0.8126034050213777,2459147.6660734676,20201025.166073497,443.02054086338615,1.21292413651851,0.025549400000000003,9.943059997999999,1.7522e-08,7.434699999999999e-10,2.0026e-08,2.8220999999999996e-06,5.5334e-06,9.0185e-06,8.4915e-06,8.507000000000001e-10,7.968e-10,1.0559000000000002e-05,4.3439999999999997e-07,APO,0.29857
35395,a0035396,2035396, 35396 (1997 XF11),35396,,,Y,Y,16.9,,,,280,2459000.5,59000,20200531.0,J2000,0.4839688393094475,1.442763080614706,0.7445107070910839,4.098779765015494,213.7467371515002,102.9174336808803,81.81788445673975,2.141015454138328,0.5687370790601952,2458856.6411107713,20200108.1411108,632.9814131248115,1.73300866016376,0.000626412,0.24378075804000002,1.633e-08,1.6016e-09,2.4286e-08,3.6920999999999998e-06,2.2058e-05,2.2589e-05,7.0913999999999996e-06,2.3767e-09,9.4703e-10,1.223e-05,1.054e-06,APO,0.39407
37637,a0037638,2037638, 37638 (1993 VB),37638,,,Y,Y,19.3,,,,25,2459000.5,59000,20200531.0,J2000,0.5201702709599689,1.9092896146708631,0.9161339184664656,5.081710001802486,145.6053493791597,323.117718230797,359.7055420334819,2.9024453108752613,0.3735909597220476,2459001.2881827937,20200531.7881828,963.6207478570699,2.6382498230172997,0.00164465,0.6400484405,5.9633e-08,5.1200000000000005e-09,1.1477e-07,1.4559e-05,0.00010302,0.00010277,1.6874e-05,7.783299999999999e-09,1.5027000000000002e-09,4.517e-05,3.8761e-06,APO,0.58797
37654,a0037655,2037655, 37655 Illapa (1994 PM),37655,Illapa,,Y,Y,17.8,,,,JPL 104,2459000.5,59000,20200531.0,J2000,0.7526712983921299,1.4776994455531158,0.3654774852353218,18.022510839979,139.572174885148,303.857691180247,97.2147092395941,2.589921405870911,0.5486873003481388,2458823.3231103984,20191205.823110398,656.1114131338234,1.79633514889479,0.0245498,9.554045666,2.0335999999999998e-08,4.674e-10,3.0081e-08,5.578400000000001e-06,5.5940999999999995e-06,6.5694e-06,2.9904e-06,8.192e-10,2.6032999999999997e-10,5.4185e-06,3.1129000000000003e-07,APO,0.38779
38070,a0038071,2038071, 38071 (1999 GU3),38071,,,Y,Y,19.6,,,,JPL 52,2459000.5,59000,20200531.0,J2000,0.5065200377524635,2.090415618331762,1.031578220416019,12.725999819369779,195.522101911675,8.846552199517813,359.9261482891787,3.149253016247505,0.3261032383905313,2459000.7264672723,20200531.2264673,1103.944878857274,3.02243635552984,0.033696199999999996,13.113550154,7.031500000000001e-09,8.955299999999999e-10,1.4731000000000001e-08,1.3441e-06,2.553e-06,1.2462999999999999e-05,3.5962e-06,1.3491e-09,2.0955000000000002e-10,1.1028e-05,7.0939e-07,AMO,0.52512
39571,a0039572,2039572, 39572 (1993 DQ1),39572,,,Y,Y,16.5,1.554,0.184,0.655,153,2459000.5,59000,20200531.0,J2000,0.4924206244163447,2.036622529866865,1.033747592009427,10.024414476727928,313.5520684831718,344.80541750561724,23.374271123437534,3.039497467724302,0.3391081739290086,2458931.571342656,20200323.0713427,1061.608146536052,2.9065246996195797,0.0286796,11.161239932,4.0296000000000006e-08,1.3909e-08,7.884699999999999e-08,4.9544e-06,2.4974000000000002e-05,2.5336999999999998e-05,1.6462e-05,2.0758999999999997e-08,3.4739999999999998e-09,4.7856000000000004e-05,1.0875999999999999e-05,AMO,0.5645
41428,a0041429,2041429, 41429 (2000 GE2),41429,,,Y,Y,20.5,0.204,0.267,0.03,JPL 74,2459000.5,59000,20200531.0,J2000,0.5554979792765546,1.5926435244748118,0.7079332649211639,2.173379358161085,351.9315783002886,297.21560757477687,338.3567997330835,2.4773537840284603,0.4903726091182131,2459044.6362340893,20200714.1362341,734.1356211705037,2.00995378828338,0.010917399999999999,4.248724558,1.0162e-07,9.6805e-09,1.6097000000000002e-07,7.5047e-06,6.8688e-05,7.6313e-05,2.6978e-05,1.5058e-08,4.4708999999999995e-09,5.5356e-05,6.6934e-06,APO,0.64261
52759,a0052760,2052760, 52760 (1998 ML14),52760,,,Y,Y,17.5,1.0,,0.05,JPL 143,2459000.5,59000,20200531.0,J2000,0.6235972181456293,2.408087013689334,0.9064106509000494,2.428322481409178,338.7260621004125,20.27838783003777,285.4189028781795,3.9097633764786184,0.2637520297041778,2459283.269756144,20210309.7697561,1364.918406139938,3.7369429326213197,0.0168112,6.542414704,3.6246e-09,8.182499999999999e-10,8.4331e-09,3.6823000000000003e-06,3.5344e-05,3.483e-05,7.978199999999999e-07,1.3285e-09,1.3443e-10,3.1661e-06,6.956799999999999e-07,APO,0.42049
52767,a0052768,2052768, 52768 (1998 OR2),52768,,,Y,Y,15.8,1.75,,0.3,JPL 286,2459000.5,59000,20200531.0,J2000,0.5730839068207639,2.384435232787223,1.017953774020444,5.8658776201404725,27.01552519536889,174.5661496015714,12.10138704233093,3.750916691554002,0.2676860740519499,2458955.2926163687,20200415.792616397,1344.858903381484,3.6820230072046103,0.0154377,6.007889709,3.1227e-09,3.3223000000000004e-09,7.2207e-09,1.9637e-06,5.0362999999999995e-06,6.2748000000000005e-06,7.2313e-07,5.2263000000000005e-09,5.5947e-10,2.6982999999999996e-06,2.8108e-06,AMO,0.21866999999999998
53318,a0053319,2053319, 53319 (1999 JM8),53319,,,Y,Y,15.2,7.0,,1.4,JPL 222,2459000.5,59000,20200531.0,J2000,0.6416824738012746,2.725469080631125,0.9765833387028592,13.84073099422722,133.6183122547956,166.805945829746,237.9150306351761,4.474354822559389,0.2190494588724131,2459557.839744153,20211209.3397442,1643.464457082656,4.49956045744738,0.0247341,9.625769697,8.8131e-09,5.350199999999999e-09,2.4502999999999998e-08,2.9588e-06,7.2137e-06,8.7259e-06,2.9557e-06,8.7833e-09,6.45e-10,1.5112999999999999e-05,4.8393e-06,APO,0.43948999999999994
53425,a0053426,2053426, 53426 (1999 SL5),53426,,,Y,Y,17.2,,,,150,2459000.5,59000,20200531.0,J2000,0.5386618694758922,1.922839929076634,0.8870793781773222,22.77514087676046,239.09490738487042,43.32635856745709,296.642555690467,2.958600479975945,0.3696488640636798,2459171.8989963685,20201118.398996398,973.8972170572732,2.66638526230602,0.025449799999999998,9.904298666,4.7214e-08,3.3610999999999995e-09,9.078200000000001e-08,8.4095e-06,1.8712e-05,2.0437e-05,6.3801999999999995e-06,5.171600000000001e-09,9.6921e-10,1.755e-05,2.5534999999999998e-06,APO,0.37192
53428,a0053429,2053429, 53429 (1999 TF5),53429,,,Y,Y,18.9,,,,20,2459000.5,59000,20200531.0,J2000,0.6401451103999568,2.022611789894011,0.7278467423560552,26.790124360988322,199.2435748259775,64.04684989212107,93.38491000733325,3.3173768374319685,0.3426377994919535,2458727.952983454,20190901.4529835,1050.672169077056,2.8765836251254098,0.0481759,18.748615003,1.3207000000000002e-07,7.6444e-08,2.7667e-07,5.6952e-05,3.0983000000000005e-05,3.7916999999999996e-05,0.0001457,1.2538e-07,1.9425e-08,0.00040992,5.9565e-05,APO,0.64399
53549,a0053550,2053550, 53550 (2000 BF19),53550,,,Y,Y,19.0,,,,70,2459000.5,59000,20200531.0,J2000,0.4196760474615904,1.4954109418178358,0.8678227884249125,7.176049760630442,313.2154423125521,324.90838861213285,284.85078947577114,2.12299909521076,0.5389683253405803,2459139.93158993,20201017.431589898,667.9427771057083,1.82872765805806,0.045844800000000005,17.841420816,5.7750000000000004e-08,6.0015e-09,8.7615e-08,9.7388e-06,6.5952e-05,6.6927e-05,2.0866e-05,8.5202e-09,3.2445e-09,3.9207e-05,4.0209e-06,APO,0.6983199999999999
53788,a0053789,2053789, 53789 (2000 ED104),53789,,,Y,Y,17.4,0.843,0.222,0.222,165,2459000.5,59000,20200531.0,J2000,0.2691272183628152,1.370628509748125,1.001755071510841,40.78359361178984,190.0275108731907,218.34340879673957,334.1510013887935,1.7395019479854092,0.6142206768181164,2459042.5842208457,20200712.0842208,586.1085658413996,1.60467779833374,0.048912,19.03508304,4.8122999999999994e-08,2.6388e-09,6.5569e-08,1.0371e-05,5.4811e-06,1.5775e-05,2.0904000000000002e-05,3.349e-09,1.7737999999999998e-09,3.409e-05,1.6926e-06,APO,0.5040100000000001
65678,a0065679,2065679, 65679 (1989 UQ),65679,,,Y,Y,19.5,0.9179999999999999,0.033,0.01,JPL 125,2456419.5,56419,20130507.0,J2000,0.2647316079764361,0.9151005839936156,0.6728445349328099,1.299319042532019,178.2454146714581,14.89537420756274,167.20369528296482,1.157356633054421,1.125902608051437,2456270.993642445,20121209.493642397,319.7434639777949,0.87540989453195,0.0139803,5.440713351,2.5976e-07,2.832e-09,2.362e-07,5.754600000000001e-06,0.00010867,0.00011113,4.5361e-05,3.5818e-09,5.2266e-09,4.0735e-05,1.4843000000000001e-06,ATE,0.45257
65689,a0065690,2065690, 65690 (1991 DG),65690,,,Y,Y,19.0,,,,JPL 121,2459000.5,59000,20200531.0,J2000,0.3632474153251939,1.4278573475233718,0.90919185658242,11.14294968515059,180.13292797711483,63.334782826864824,7.90511792981381,1.9465228384643238,0.5776660479811258,2458986.8154188176,20200517.315418802,623.1974360587008,1.7062215908520202,0.0388277,15.110576009,2.4319e-08,1.6488e-09,3.5481e-08,4.6232999999999994e-06,8.8235e-06,1.0918e-05,3.8913e-06,2.2476999999999996e-09,1.0006e-09,6.7338e-06,1.0794e-06,APO,0.44347
65716,a0065717,2065717, 65717 (1993 BX3),65717,,,Y,Y,20.8,,,,35,2459000.5,59000,20200531.0,J2000,0.2808351470519835,1.394904959890103,1.003166620355825,2.791048030720685,175.51955600779843,290.0575580034986,227.83838967786738,1.786643299424381,0.5982561146494279,2459221.4114241977,20210106.9114242,601.7489686853538,1.6474988875711298,0.047691500000000005,18.560101055,9.0328e-08,2.7935e-09,1.2761e-07,1.0694000000000001e-05,9.2816e-05,9.6851e-05,2.1288e-05,3.5780000000000003e-09,1.7970999999999997e-09,3.5858e-05,1.8075999999999999e-06,APO,0.59555
65802,a0065803,2065803, 65803 Didymos (1996 GT),65803,Didymos,,Y,Y,18.0,0.78,,0.08,147,2459000.5,59000,20200531.0,J2000,0.3836383357953901,1.6445767073403232,1.0136540362484192,3.407819057354463,73.20696104203657,319.3018682344476,311.5778279424352,2.2754993784322273,0.4673291502312379,2459104.11470504,20200911.614705,770.3349979813357,2.10906228057861,0.04065119999999999,15.820227504000002,9.7517e-09,5.695600000000001e-09,1.7955e-08,3.0891e-06,2.3229e-05,2.5553e-05,1.6314e-05,7.8807e-09,2.4277e-09,3.5445e-05,4.0018e-06,APO,0.32650999999999997
65908,a0065909,2065909, 65909 (1998 FH12),65909,,,Y,Y,19.2,,,,JPL 88,2459000.5,59000,20200531.0,J2000,0.539629992915919,1.091064024480121,0.5022931526790991,3.5601838954530085,108.61329087557529,284.4935320179088,253.27041131325058,1.679834896281142,0.8648259643220225,2459123.9116378203,20201001.4116378,416.26872324794374,1.13968165160286,0.012812200000000001,4.986123874,3.5507e-08,1.4603e-09,3.8238e-08,3.4913e-06,3.6465e-05,3.7143e-05,1.205e-05,2.2484000000000002e-09,1.7363e-09,1.4172000000000001e-05,8.3573e-07,APO,0.49408
66390,a0066391,2066391, 66391 Moshup (1999 KW4),66391,Moshup,,Y,Y,16.6,1.317,,0.04,JPL 298,2459000.5,59000,20200531.0,J2000,0.6884351649253349,0.6423378325900726,0.2001298808731438,38.885669849642674,244.90437889228508,192.64204818582581,113.904635635849,1.084545784307001,1.914515209878594,2458941.004711037,20200401.504711,188.0371585153553,0.514817682451349,0.013118200000000002,5.105209894,2.3841e-08,6.8336e-11,1.5311e-08,2.128e-06,4.1146e-07,2.0746e-06,8.884400000000001e-06,1.1537999999999999e-10,3.0552e-10,4.634e-06,3.0007e-08,ATE,0.2988
67366,a0067367,2067367, 67367 (2000 LY27),67367,,,Y,Y,17.0,,,,104,2459000.5,59000,20200531.0,J2000,0.2127343259576485,1.308496961509199,1.0301347423849079,9.02407813652483,264.5334999867726,184.8297165659152,275.3718411457084,1.5868591806334902,0.6584836502449647,2459129.019757207,20201006.5197572,546.7106128847316,1.49681208181994,0.0468828,18.245379275999998,3.1354e-07,3.914e-09,4.1135e-07,1.5694000000000003e-05,2.6895999999999998e-05,4.5778e-05,5.6602e-05,4.7466e-09,2.9545e-09,8.5915e-05,2.453e-06,AMO,0.5303
67380,a0067381,2067381, 67381 (2000 OL8),67381,,,Y,Y,19.8,,,,52,2459000.5,59000,20200531.0,J2000,0.5428829164026326,1.320497477485471,0.6036219558058389,10.6663850048288,294.9526975339538,266.8127053193999,78.8837470413759,2.037372999165104,0.6495277495447191,2458879.05215255,20200130.5521525,554.2488373319521,1.5174506155563403,0.017425799999999998,6.781598586,2.1132e-07,2.3626e-08,2.7787e-07,2.3206999999999997e-05,3.4511e-05,4.0286e-05,0.00012038,3.6452e-08,1.7432e-08,0.0001821,1.4875e-05,APO,0.52598
68215,a0068216,2068216, 68216 (2001 CV26),68216,,,Y,Y,16.5,,0.272,,393,2459000.5,59000,20200531.0,J2000,0.3265396501930515,1.319662479063593,0.8887403547772723,17.99345710504085,18.14829057753706,48.741005942435706,341.73036287667236,1.750584603349914,0.6501443167775586,2459028.6008949117,20200628.1008949,553.7232130003699,1.5160115345663798,0.0235082,9.148686194,2.8083e-08,1.8392e-09,3.6306e-08,4.1738e-06,4.1307999999999995e-06,4.0964e-06,5.9873e-06,2.4398e-09,1.3592000000000002e-09,9.266799999999999e-06,1.1576000000000001e-06,APO,0.36617
68345,a0068346,2068346, 68346 (2001 KZ66),68346,,,Y,Y,16.8,,,,206,2459000.5,59000,20200531.0,J2000,0.4164889124123782,1.5073907791531271,0.8795792329631937,16.693513740136257,219.38798259672058,140.2394173589481,1.786810997247104,2.13520232534306,0.532556012773945,2458997.1448393133,20200527.6448393,675.9852322854342,1.8507467003023503,0.0379141,14.755030297000001,2.6533000000000003e-08,1.9852e-09,4.0866e-08,4.4377e-06,1.2946e-05,1.353e-05,6.2978e-06,2.8121000000000002e-09,1.0521e-09,1.182e-05,1.3354e-06,APO,0.4726
68346,a0068347,2068347, 68347 (2001 KB67),68347,,,Y,Y,19.8,,,,JPL 72,2459000.5,59000,20200531.0,J2000,0.3801960988139315,0.962187277179638,0.5963674280675407,17.12414030936407,245.90164589449108,243.7500178622416,121.13523594965879,1.3280071262917352,1.044274465680144,2458884.500576543,20200205.0005765,344.7369554952483,0.94383834495619,0.0141721,5.515356157,6.4264e-08,8.075299999999999e-10,6.1728e-08,5.8351e-06,3.8028e-06,4.4213e-06,6.5067e-06,1.1145999999999999e-09,1.3146e-09,6.1496e-06,4.3398999999999993e-07,ATE,0.35491
