,name,id,nametype,recclass,massg,fall,date,reclat,reclong,GeoLocation,mass,masslog,year,place,region,country
142,Bunburra Rockhole,48653,Valid,Eucrite,324.0,Fell,01/01/2007 12:00:00 AM,-31.35,129.19,"(-31.350000, 129.190000)",0.324,1.324,2007,Ceduna,South Australia,Australia
143,Bununu,5165,Valid,Howardite,357.0,Fell,01/01/1942 12:00:00 AM,10.01667,9.58333,"(10.016670, 9.583330)",0.357,1.357,1942,Bununu Dass,Bauchi,Nigeria
144,Bur-Gheluai,5169,Valid,H5,120000.0,Fell,01/01/1919 12:00:00 AM,5.0,48.0,"(5.000000, 48.000000)",120.0,121.0,1919,Xarardheere,Mudug,Somalia
145,Burnwell,5175,Valid,H4-an,1504.0,Fell,01/01/1990 12:00:00 AM,37.62194,-82.23722,"(37.621940, -82.237220)",1.504,2.504,1990,Williamson,West Virginia,United States
146,Bursa,5177,Valid,L6,25000.0,Fell,01/01/1946 12:00:00 AM,40.2,29.23333,"(40.200000, 29.233330)",25.0,26.0,1946,Kestel,Bursa,Turkey
147,Buschhof,5178,Valid,L6,5000.0,Fell,01/01/1863 12:00:00 AM,46.45,25.78333,"(46.450000, 25.783330)",5.0,6.0,1863,Racu,Harghita,Romania
148,Bustee,5181,Valid,Aubrite,1500.0,Fell,01/01/1852 12:00:00 AM,26.78333,82.83333,"(26.783330, 82.833330)",1.5,2.5,1852,Basti,Uttar Pradesh,India
149,Butsura,5183,Valid,H6,29000.0,Fell,01/01/1861 12:00:00 AM,27.08333,84.08333,"(27.083330, 84.083330)",29.0,30.0,1861,Bagaha,Bihar,India
150,Buzzard Coulee,48654,Valid,H4,41000.0,Fell,01/01/2008 12:00:00 AM,52.996,-109.84817,"(52.996000, -109.848170)",41.0,42.0,2008,Lloydminster,Saskatchewan,Canada
151,Cabezo de Mayo,5185,Valid,L/LL6,25000.0,Fell,01/01/1870 12:00:00 AM,37.98333,-1.16667,"(37.983330, -1.166670)",25.0,26.0,1870,Murcia,Murcia,Spain
152,Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,Fell,01/01/1886 12:00:00 AM,35.5,-93.5,"(35.500000, -93.500000)",48.5,49.5,1886,Clarksville,Arkansas,United States
153,Cacak,5187,Valid,OC,212.0,Fell,01/01/1919 12:00:00 AM,43.83889,20.33333,"(43.838890, 20.333330)",0.212,1.212,1919,Cacak,Central Serbia,Serbia
154,Cali,45976,Valid,H/L4,478.0,Fell,01/01/2007 12:00:00 AM,3.405,-76.51,"(3.405000, -76.510000)",0.478,1.478,2007,Cali,Valle del Cauca,Colombia
155,Calivo,5200,Valid,Stone-uncl,2400.0,Fell,01/01/1916 12:00:00 AM,11.75,122.33333,"(11.750000, 122.333330)",2.4,3.4,1916,Dungon,Western Visayas,Philippines
156,Campos Sales,5249,Valid,L5,23680.0,Fell,01/01/1991 12:00:00 AM,-7.03333,-40.16667,"(-7.033330, -40.166670)",23.68,24.68,1991,Campos Sales,Ceara,Brazil
157,Çanakkale,5250,Valid,L6,4000.0,Fell,01/01/1964 12:00:00 AM,39.8,26.6,"(39.800000, 26.600000)",4.0,5.0,1964,Bayramic,Canakkale,Turkey
158,Cañellas,5251,Valid,H4,945.0,Fell,01/01/1861 12:00:00 AM,41.25,1.66667,"(41.250000, 1.666670)",0.945,1.9449999999999998,1861,Castellet,Catalonia,Spain
159,Cangas de Onis,5252,Valid,H5,34000.0,Fell,01/01/1866 12:00:00 AM,43.38333,-5.15,"(43.383330, -5.150000)",34.0,35.0,1866,Parres,Asturias,Spain
160,Canon City,5253,Valid,H6,1400.0,Fell,01/01/1973 12:00:00 AM,38.470279999999995,-105.24139,"(38.470280, -105.241390)",1.4,2.4,1973,Canon City,Colorado,United States
161,Cape Girardeau,5260,Valid,H6,2300.0,Fell,01/01/1846 12:00:00 AM,37.26667,-89.58333,"(37.266670, -89.583330)",2.3,3.3,1846,Cape Girardeau,Missouri,United States
162,Capilla del Monte,5264,Valid,H6,750.0,Fell,01/01/1934 12:00:00 AM,-30.883329999999997,-64.55,"(-30.883330, -64.550000)",0.75,1.75,1934,Dolores,Cordoba,Argentina
163,Carancas,45817,Valid,H4-5,342.0,Fell,01/01/2007 12:00:00 AM,-16.66444,-69.04389,"(-16.664440, -69.043890)",0.342,1.342,2007,Desaguadero,Puno,Peru
164,Caratash,5265,Valid,LL6,8.0,Fell,01/01/1902 12:00:00 AM,38.5,27.0,"(38.500000, 27.000000)",0.008,1.008,1902,Karsiyaka,Izmir,Turkey
165,Castalia,5291,Valid,H5,7300.0,Fell,01/01/1874 12:00:00 AM,36.08333,-78.06667,"(36.083330, -78.066670)",7.3,8.3,1874,Spring Hope,North Carolina,United States
166,Castine,5293,Valid,L6,94.0,Fell,01/01/1848 12:00:00 AM,44.38333,-68.75,"(44.383330, -68.750000)",0.094,1.094,1848,Castine,Maine,United States
167,Castrovillari,5295,Valid,Stone-uncl,15000.0,Fell,01/01/1583 12:00:00 AM,39.8,16.2,"(39.800000, 16.200000)",15.0,16.0,1583,Castrovillari,Calabria,Italy
168,Caswell County,5296,Valid,OC,1360.0,Fell,01/01/1810 12:00:00 AM,36.5,-79.25,"(36.500000, -79.250000)",1.36,2.3600000000000003,1810,Yanceyville,North Carolina,United States
169,Ceniceros,5306,Valid,L3.7,1025.0,Fell,01/01/1988 12:00:00 AM,26.46667,-105.23333000000001,"(26.466670, -105.233330)",1.025,2.025,1988,Villa Ocampo,Durango,Mexico
170,Centerville,5307,Valid,H5,45.6,Fell,01/01/1956 12:00:00 AM,43.2,-96.91667,"(43.200000, -96.916670)",0.0456,1.0456,1956,Lennox,South Dakota,United States
171,Cereseto,5308,Valid,H5,6460.0,Fell,01/01/1840 12:00:00 AM,45.08333,8.3,"(45.083330, 8.300000)",6.46,7.46,1840,Cereseto,Piedmont,Italy
172,Chadong,5313,Valid,L6,3700.0,Fell,01/01/1998 12:00:00 AM,28.53333,109.31667,"(28.533330, 109.316670)",3.7,4.7,1998,Chadong,Hunan,China
173,Chail,5314,Valid,H6,0.5,Fell,01/01/1814 12:00:00 AM,25.366670000000003,81.66667,"(25.366670, 81.666670)",0.0005,1.0005,1814,Chail,Uttar Pradesh,India
174,Chainpur,5315,Valid,LL3.4,8200.0,Fell,01/01/1907 12:00:00 AM,25.85,83.48333000000001,"(25.850000, 83.483330)",8.2,9.2,1907,Mau,Uttar Pradesh,India
175,Chajari,5316,Valid,L5,18300.0,Fell,01/01/1933 12:00:00 AM,-30.78333,-58.05,"(-30.783330, -58.050000)",18.3,19.3,1933,Chajari,Entre Rios,Argentina
176,Chandakapur,5320,Valid,L5,8800.0,Fell,01/01/1838 12:00:00 AM,20.26667,76.01666999999999,"(20.266670, 76.016670)",8.8,9.8,1838,Deulgaon Raja,Maharashtra,India
177,Chandpur,5321,Valid,L6,1100.0,Fell,01/01/1885 12:00:00 AM,27.28333,79.05,"(27.283330, 79.050000)",1.1,2.1,1885,Mainpuri,Uttar Pradesh,India
178,Changde,5322,Valid,H5,1810.0,Fell,01/01/1977 12:00:00 AM,29.08333,111.75,"(29.083330, 111.750000)",1.81,2.81,1977,Dongjiang,Hunan,China
179,Chantonnay,5325,Valid,L6,31500.0,Fell,01/01/1812 12:00:00 AM,46.68333,1.05,"(46.683330, 1.050000)",31.5,32.5,1812,Pouligny-Saint-Pierre,Centre,France
180,Charlotte,5328,Valid,"Iron, IVA",4300.0,Fell,01/01/1835 12:00:00 AM,36.16667,-87.33333,"(36.166670, -87.333330)",4.3,5.3,1835,Charlotte,Tennessee,United States
181,Charsonville,5329,Valid,H6,27000.0,Fell,01/01/1810 12:00:00 AM,47.93333,1.56667,"(47.933330, 1.566670)",27.0,28.0,1810,Ouzouer-le-Marche,Centre,France
182,Charwallas,5330,Valid,H6,12000.0,Fell,01/01/1834 12:00:00 AM,29.48333,75.5,"(29.483330, 75.500000)",12.0,13.0,1834,Fatehabad,Haryana,India
183,Chassigny,5331,Valid,Martian (chassignite),4000.0,Fell,01/01/1815 12:00:00 AM,47.71667,5.36667,"(47.716670, 5.366670)",4.0,5.0,1815,Chalindrey,Champagne-Ardenne,France
184,Château-Renard,5332,Valid,L6,30000.0,Fell,01/01/1841 12:00:00 AM,47.93333,2.91667,"(47.933330, 2.916670)",30.0,31.0,1841,Trigueres,Centre,France
185,Chaves,5334,Valid,Howardite,2945.0,Fell,01/01/1925 12:00:00 AM,41.93333,-7.46667,"(41.933330, -7.466670)",2.945,3.945,1925,Verin,Galicia,Spain
186,Chela,5338,Valid,H4,2936.0,Fell,01/01/1988 12:00:00 AM,-3.66667,32.5,"(-3.666670, 32.500000)",2.936,3.936,1988,Kahama,Shinyanga,Tanzania
187,Chelyabinsk,57165,Valid,LL5,100000.0,Fell,01/01/2013 12:00:00 AM,54.816669999999995,61.11666999999999,"(54.816670, 61.116670)",100.0,101.0,2013,Yemanzhelinka,Chelyabinsk,Russia
188,Chergach ,47347,Valid,H5,100000.0,Fell,01/01/2007 12:00:00 AM,23.69639,-5.01472,"(23.696390, -5.014720)",100.0,101.0,2007,Taoudenni,Tombouctou,Mali
189,Chernyi Bor,5339,Valid,H4,6000.0,Fell,01/01/1964 12:00:00 AM,53.7,30.1,"(53.700000, 30.100000)",6.0,7.0,1964,Myazhysyatki,Mogilev,Belarus
190,Cherokee Springs,5340,Valid,LL6,8400.0,Fell,01/01/1933 12:00:00 AM,35.03333,-81.88333,"(35.033330, -81.883330)",8.4,9.4,1933,Mayo,South Carolina,United States
191,Chervettaz,5341,Valid,L5,705.0,Fell,01/01/1901 12:00:00 AM,46.55,6.816669999999999,"(46.550000, 6.816670)",0.705,1.705,1901,Palezieux,Vaud,Switzerland
192,Chervony Kut,5342,Valid,Eucrite-mmict,1700.0,Fell,01/01/1939 12:00:00 AM,50.83333,34.0,"(50.833330, 34.000000)",1.7,2.7,1939,Nedryhayliv,Sumy,Ukraine
193,Chetrinahatti,5344,Valid,Stone-uncl,72.0,Fell,01/01/1880 12:00:00 AM,14.5,76.5,"(14.500000, 76.500000)",0.072,1.072,1880,Jagalur,Karnataka,India
194,Chiang Khan,5345,Valid,H6,367.0,Fell,01/01/1981 12:00:00 AM,17.9,101.63333,"(17.900000, 101.633330)",0.367,1.367,1981,Chiang Khan,Loei,Thailand
195,Chicora,5349,Valid,LL6,303.0,Fell,01/01/1938 12:00:00 AM,40.93333,-79.73333000000001,"(40.933330, -79.733330)",0.303,1.303,1938,Chicora,Pennsylvania,United States
196,Chisenga,5355,Valid,"Iron, IIIAB",3920.0,Fell,01/01/1988 12:00:00 AM,-10.059439999999999,33.395,"(-10.059440, 33.395000)",3.92,4.92,1988,Chitipa,Northern Region,Malawi
197,Chitenay,5357,Valid,L6,4000.0,Fell,01/01/1978 12:00:00 AM,47.47083,0.97667,"(47.470830, 0.976670)",4.0,5.0,1978,Poce-sur-Cisse,Centre,France
198,Cilimus,5364,Valid,L5,1600.0,Fell,01/01/1979 12:00:00 AM,-6.95,108.1,"(-6.950000, 108.100000)",1.6,2.6,1979,Cilengkrang,West Java,Indonesia
199,Claxton,5374,Valid,L6,1455.0,Fell,01/01/1984 12:00:00 AM,32.1025,-81.87278,"(32.102500, -81.872780)",1.455,2.455,1984,Claxton,Georgia,United States
200,Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,01/01/1917 12:00:00 AM,44.9,-90.28333,"(44.900000, -90.283330)",104.0,105.0,1917,Colby,Wisconsin,United States
201,Cold Bokkeveld,5397,Valid,CM2,5200.0,Fell,01/01/1838 12:00:00 AM,-33.13333,19.383329999999997,"(-33.133330, 19.383330)",5.2,6.2,1838,Ceres,Western Cape,South Africa
202,Coleman,5401,Valid,L6,469.0,Fell,01/01/1994 12:00:00 AM,43.761109999999995,-84.50778000000001,"(43.761110, -84.507780)",0.469,1.4689999999999999,1994,Coleman,Michigan,United States
203,Collescipoli,5403,Valid,H5,5000.0,Fell,01/01/1890 12:00:00 AM,42.53333,12.61667,"(42.533330, 12.616670)",5.0,6.0,1890,Terni,Umbria,Italy
204,Conquista,5418,Valid,H4,20350.0,Fell,01/01/1965 12:00:00 AM,-19.85,-47.55,"(-19.850000, -47.550000)",20.35,21.35,1965,Sacramento,Minas Gerais,Brazil
205,Cosina,5451,Valid,H5,1200.0,Fell,01/01/1844 12:00:00 AM,21.16667,-100.86667,"(21.166670, -100.866670)",1.2,2.2,1844,Adjuntas del Rio,Guanajuato,Mexico
206,Cranganore,5465,Valid,L6,1460.0,Fell,01/01/1917 12:00:00 AM,10.2,76.26666999999999,"(10.200000, 76.266670)",1.46,2.46,1917,Kodungallur,Kerala,India
207,Crescent,5470,Valid,CM2,78.4,Fell,01/01/1936 12:00:00 AM,35.95,-97.58333,"(35.950000, -97.583330)",0.07840000000000001,1.0784,1936,Crescent,Oklahoma,United States
208,Cronstad,5474,Valid,H5,3650.0,Fell,01/01/1877 12:00:00 AM,-27.7,27.3,"(-27.700000, 27.300000)",3.65,4.65,1877,Kroonstad,Orange Free State,South Africa
209,Cross Roads,5476,Valid,H5,167.0,Fell,01/01/1892 12:00:00 AM,35.63333,-78.13333,"(35.633330, -78.133330)",0.167,1.167,1892,Kenly,North Carolina,United States
210,Crumlin,5477,Valid,L5,4255.0,Fell,01/01/1902 12:00:00 AM,54.61666999999999,-6.21667,"(54.616670, -6.216670)",4.255,5.255,1902,Crumlin,Northern Ireland,United Kingdom
211,Cumberland Falls,5496,Valid,Aubrite,17000.0,Fell,01/01/1919 12:00:00 AM,36.83333,-84.35,"(36.833330, -84.350000)",17.0,18.0,1919,Whitley City,Kentucky,United States
212,Cynthiana,5500,Valid,L/LL4,6000.0,Fell,01/01/1877 12:00:00 AM,38.4,-84.25,"(38.400000, -84.250000)",6.0,7.0,1877,Cynthiana,Kentucky,United States
213,Dahmani,5504,Valid,LL6,18000.0,Fell,01/01/1981 12:00:00 AM,35.61667,8.83333,"(35.616670, 8.833330)",18.0,19.0,1981,Thala,Al Qasrayn,Tunisia
214,Dandapur,5511,Valid,L6,5650.0,Fell,01/01/1878 12:00:00 AM,26.91667,83.96667,"(26.916670, 83.966670)",5.65,6.65,1878,Padrauna,Uttar Pradesh,India
215,Daniel's Kuil,5513,Valid,EL6,1064.0,Fell,01/01/1868 12:00:00 AM,-28.2,24.566670000000002,"(-28.200000, 24.566670)",1.064,2.064,1868,Warrenton,Northern Cape,South Africa
216,Danville,5514,Valid,L6,2000.0,Fell,01/01/1868 12:00:00 AM,34.4,-87.06667,"(34.400000, -87.066670)",2.0,3.0,1868,Danville,Alabama,United States
217,Darmstadt,6603,Valid,H5,100.0,Fell,01/01/1804 12:00:00 AM,49.86667,8.65,"(49.866670, 8.650000)",0.1,1.1,1804,Darmstadt,Hesse,Germany
218,Dashoguz,6604,Valid,H5,7000.0,Fell,01/01/1998 12:00:00 AM,41.98444,59.685,"(41.984440, 59.685000)",7.0,8.0,1998,Boldumsaz,Dasoguz,Turkmenistan
219,Daule,51559,Valid,L5,6580.0,Fell,01/01/2008 12:00:00 AM,-1.8708900000000002,-79.95756,"(-1.870890, -79.957560)",6.58,7.58,2008,El Triunfo,Guayas,Ecuador
220,De Cewsville,6621,Valid,H6,340.0,Fell,01/01/1887 12:00:00 AM,43.0,-80.0,"(43.000000, -80.000000)",0.34,1.34,1887,Ancaster,Ontario,Canada
221,Deal,6634,Valid,L6,28.0,Fell,01/01/1829 12:00:00 AM,40.25,-74.0,"(40.250000, -74.000000)",0.028,1.028,1829,Oakhurst,New Jersey,United States
222,Delhi,6642,Valid,L5,0.8,Fell,01/01/1897 12:00:00 AM,28.566670000000002,77.25,"(28.566670, 77.250000)",0.0008,1.0008,1897,New Delhi,NCT,India
223,Demina,6649,Valid,L6,16400.0,Fell,01/01/1911 12:00:00 AM,51.46667,84.76666999999999,"(51.466670, 84.766670)",16.4,17.4,1911,Topol'noye,Altai Krai,Russia
224,Denver,6660,Valid,L6,230.0,Fell,01/01/1967 12:00:00 AM,39.7825,-104.93056000000001,"(39.782500, -104.930560)",0.23,1.23,1967,Commerce City,Colorado,United States
225,Dergaon,6664,Valid,H5,12500.0,Fell,01/01/2001 12:00:00 AM,26.683329999999998,93.86667,"(26.683330, 93.866670)",12.5,13.5,2001,Dergaon,Assam,India
226,Desuri,6693,Valid,H6,25400.0,Fell,01/01/1962 12:00:00 AM,25.73333,73.61667,"(25.733330, 73.616670)",25.4,26.4,1962,Sojat,Rajasthan,India
227,Devgaon,6694,Valid,H3.8,12000.0,Fell,01/01/2001 12:00:00 AM,19.0,81.0,"(19.000000, 81.000000)",12.0,13.0,2001,Gidam,Chhattisgarh,India
228,Devri-Khera,6696,Valid,L6,1140.0,Fell,01/01/1994 12:00:00 AM,24.225,76.525,"(24.225000, 76.525000)",1.14,2.1399999999999997,1994,Khilchipur,Madhya Pradesh,India
229,Dhajala,6698,Valid,H3.8,45000.0,Fell,01/01/1976 12:00:00 AM,22.377779999999998,71.42721999999999,"(22.377780, 71.427220)",45.0,46.0,1976,Vinchia,Gujarat,India
230,Dharwar,6699,Valid,OC,1800.0,Fell,01/01/1848 12:00:00 AM,14.883329999999999,75.6,"(14.883330, 75.600000)",1.8,2.8,1848,Haveri,Karnataka,India
231,Dhurmsala,7640,Valid,LL6,32000.0,Fell,01/01/1860 12:00:00 AM,32.23333,76.46667,"(32.233330, 76.466670)",32.0,33.0,1860,Dharmsala,Himachal Pradesh,India
232,Didim,47350,Valid,H3-5,3396.0,Fell,01/01/2007 12:00:00 AM,37.35172,27.32997,"(37.351720, 27.329970)",3.396,4.396,2007,Didim,Aydin,Turkey
233,Diep River,7642,Valid,L6,1000.0,Fell,01/01/1906 12:00:00 AM,-33.75,18.566670000000002,"(-33.750000, 18.566670)",1.0,2.0,1906,Sunset Beach,Western Cape,South Africa
234,Distrito Quebracho,7649,Valid,H4,400.0,Fell,01/01/1957 12:00:00 AM,-31.883329999999997,-60.46666999999999,"(-31.883330, -60.466670)",0.4,1.4,1957,Oro Verde,Entre Rios,Argentina
235,Djati-Pengilon,7652,Valid,H6,166000.0,Fell,01/01/1884 12:00:00 AM,-7.5,111.5,"(-7.500000, 111.500000)",166.0,167.0,1884,Ngawi,West Java,Indonesia
236,Djermaia,7656,Valid,H,3950.0,Fell,01/01/1961 12:00:00 AM,12.73333,15.05,"(12.733330, 15.050000)",3.95,4.95,1961,Massaguet,Hadjer-Lamis,Chad
237,Djoumine,7657,Valid,H5-6,10000.0,Fell,01/01/1999 12:00:00 AM,36.95,9.55,"(36.950000, 9.550000)",10.0,11.0,1999,Mateur,Banzart,Tunisia
238,Dokachi,7658,Valid,H5,3840.0,Fell,01/01/1903 12:00:00 AM,23.5,90.33333,"(23.500000, 90.333330)",3.84,4.84,1903,Narayanganj,Dhaka,Bangladesh
239,Dolgovoli,7659,Valid,L6,1600.0,Fell,01/01/1864 12:00:00 AM,50.75,25.3,"(50.750000, 25.300000)",1.6,2.6,1864,Luts'k,Volyn,Ukraine
240,Domanitch,7661,Valid,L5,438.0,Fell,01/01/1907 12:00:00 AM,40.0,29.0,"(40.000000, 29.000000)",0.438,1.438,1907,Orhaneli,Bursa,Turkey
241,Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800.0,Fell,01/01/1995 12:00:00 AM,45.5,119.03333,"(45.500000, 119.033330)",128.8,129.8,1995,Burgastai,Inner Mongolia,China
242,Donga Kohrod,7707,Valid,H6,230.0,Fell,01/01/1899 12:00:00 AM,21.866670000000003,82.45,"(21.866670, 82.450000)",0.23,1.23,1899,Akaltara,Chhattisgarh,India
243,Dongtai,7708,Valid,LL6,5500.0,Fell,01/01/1970 12:00:00 AM,32.91667,120.78333,"(32.916670, 120.783330)",5.5,6.5,1970,Xinqiao,Jiangsu Sheng,China
244,Doroninsk,7718,Valid,H5-7,3891.0,Fell,01/01/1805 12:00:00 AM,51.2,112.3,"(51.200000, 112.300000)",3.891,4.891,1805,Ulety,Transbaikal Territory,Russia
245,Dosso,7722,Valid,L6,1250.0,Fell,01/01/1962 12:00:00 AM,13.05,3.16667,"(13.050000, 3.166670)",1.25,2.25,1962,Dosso,Dosso,Niger
246,Douar Mghila,7723,Valid,LL6,1161.0,Fell,01/01/1932 12:00:00 AM,32.33333,-6.3,"(32.333330, -6.300000)",1.161,2.161,1932,Beni Mellal,Tadla-Azilal,Morocco
247,Dowa,7725,Valid,Stone-uncl,642.0,Fell,01/01/1976 12:00:00 AM,-13.666670000000002,33.91667,"(-13.666670, 33.916670)",0.642,1.642,1976,Dowa,Central Region,Malawi
248,Drake Creek,7728,Valid,L6,5000.0,Fell,01/01/1827 12:00:00 AM,36.4,-86.5,"(36.400000, -86.500000)",5.0,6.0,1827,Gallatin,Tennessee,United States
249,Dresden (Ontario),7731,Valid,H6,47700.0,Fell,01/01/1939 12:00:00 AM,42.52,-82.26,"(42.520000, -82.260000)",47.7,48.7,1939,Walpole Island,Ontario,Canada
250,Dubrovnik,7736,Valid,L3-6,1900.0,Fell,01/01/1951 12:00:00 AM,42.45833,18.441670000000002,"(42.458330, 18.441670)",1.9,2.9,1951,Igalo,,Montenegro
251,Dunbogan,7743,Valid,L6,30.0,Fell,01/01/1999 12:00:00 AM,-31.66667,152.83333000000002,"(-31.666670, 152.833330)",0.03,1.03,1999,North Haven,New South Wales,Australia
252,Dundrum,7745,Valid,H5,2270.0,Fell,01/01/1865 12:00:00 AM,52.55,-8.03333,"(52.550000, -8.033330)",2.27,3.27,1865,Tipperary,Munster,Ireland
253,Durala,7750,Valid,L6,13200.0,Fell,01/01/1815 12:00:00 AM,30.3,76.63333,"(30.300000, 76.633330)",13.2,14.2,1815,Ghanaur,Punjab,India
254,Duruma,7752,Valid,L6,577.0,Fell,01/01/1853 12:00:00 AM,-4.0,39.5,"(-4.000000, 39.500000)",0.577,1.577,1853,Mariakani,Kwale,Kenya
255,Duwun,7754,Valid,L6,2117.0,Fell,01/01/1943 12:00:00 AM,33.43333,127.26666999999999,"(33.433330, 127.266670)",2.117,3.117,1943,Seogwipo,Jeju-do,South Korea
256,Dwaleni,7755,Valid,H4-6,3230.0,Fell,01/01/1970 12:00:00 AM,-27.2,31.316670000000002,"(-27.200000, 31.316670)",3.23,4.23,1970,Hlatikulu,Shiselweni,Eswatini
257,Dyalpur,7757,Valid,Ureilite,300.0,Fell,01/01/1872 12:00:00 AM,26.25,82.0,"(26.250000, 82.000000)",0.3,1.3,1872,Sultanpur,Uttar Pradesh,India
258,Dyarrl Island,7758,Valid,Mesosiderite-A1,188.0,Fell,01/01/1933 12:00:00 AM,-3.0,151.0,"(-3.000000, 151.000000)",0.188,1.188,1933,Kavieng,New Ireland,Papua New Guinea
259,Eagle,7760,Valid,EL6,10000.0,Fell,01/01/1947 12:00:00 AM,40.78167,-96.47166999999999,"(40.781670, -96.471670)",10.0,11.0,1947,Eagle,Nebraska,United States
260,Ehole,7774,Valid,H5,2400.0,Fell,01/01/1961 12:00:00 AM,-17.3,15.833329999999998,"(-17.300000, 15.833330)",2.4,3.4,1961,Oshikango,Ohangwena,Namibia
261,Eichstädt,7775,Valid,H5,3000.0,Fell,01/01/1785 12:00:00 AM,48.9,11.21667,"(48.900000, 11.216670)",3.0,4.0,1785,Eichstaett,Bavaria,Germany
262,Ekeby,7776,Valid,H4,3336.0,Fell,01/01/1939 12:00:00 AM,56.03333000000001,13.0,"(56.033330, 13.000000)",3.336,4.336,1939,Billesholm,Skane,Sweden
263,Ekh Khera,7777,Valid,H6,840.0,Fell,01/01/1916 12:00:00 AM,28.26667,78.78333,"(28.266670, 78.783330)",0.84,1.8399999999999999,1916,Islamnagar,Uttar Pradesh,India
264,El Idrissia,7807,Valid,L6,10000.0,Fell,01/01/1989 12:00:00 AM,34.41667,3.25,"(34.416670, 3.250000)",10.0,11.0,1989,'Ain el Bell,Djelfa,Algeria
265,El Paso de Aguila,45977,Valid,H5,17226.0,Fell,01/01/1977 12:00:00 AM,25.37,-97.37,"(25.370000, -97.370000)",17.226,18.226,1977,Las Higuerillas,Tamaulipas,Mexico
266,El Tigre,7819,Valid,L6,5000.0,Fell,01/01/1993 12:00:00 AM,19.96722,-103.05167,"(19.967220, -103.051670)",5.0,6.0,1993,San Jose de Gracia,Michoacan,Mexico
267,Elbert,7822,Valid,LL6,680.5,Fell,01/01/1998 12:00:00 AM,39.24667,-104.58816999999999,"(39.246670, -104.588170)",0.6805,1.6804999999999999,1998,Elizabeth,Colorado,United States
268,Elbogen,7823,Valid,"Iron, IID",107000.0,Fell,12/24/1399 12:00:00 AM,50.18333,12.73333,"(50.183330, 12.733330)",107.0,108.0,1399,Loket,Karlovarsky,Czech Republic
269,Elenovka,7824,Valid,L5,54640.0,Fell,01/01/1951 12:00:00 AM,47.83333,37.66667,"(47.833330, 37.666670)",54.64,55.64,1951,Dokuchayevs'k,Donetsk,Ukraine
270,Ellemeet,10019,Valid,Diogenite,1470.0,Fell,01/01/1925 12:00:00 AM,51.75,4.0,"(51.750000, 4.000000)",1.47,2.4699999999999998,1925,Goedereede,South Holland,Netherlands
271,Emmaville,10033,Valid,Eucrite-mmict,127.0,Fell,01/01/1900 12:00:00 AM,-29.46667,151.61667,"(-29.466670, 151.616670)",0.127,1.127,1900,Glen Innes,New South Wales,Australia
272,Enshi,10038,Valid,H5,8000.0,Fell,01/01/1974 12:00:00 AM,30.3,109.5,"(30.300000, 109.500000)",8.0,9.0,1974,Enshi,Hubei,China
273,Ensisheim,10039,Valid,LL6,127000.0,Fell,12/23/1491 12:00:00 AM,47.86667,7.35,"(47.866670, 7.350000)",127.0,128.0,1491,Ensisheim,Alsace,France
274,Épinal,10041,Valid,H5,277.0,Fell,01/01/1822 12:00:00 AM,48.18333,6.46667,"(48.183330, 6.466670)",0.277,1.2770000000000001,1822,Epinal,Lorraine,France
275,Erakot,10042,Valid,CM2,113.0,Fell,01/01/1940 12:00:00 AM,19.03333,81.89166999999999,"(19.033330, 81.891670)",0.113,1.113,1940,Jagdalpur,Chhattisgarh,India
276,Erevan,10043,Valid,Howardite,107.2,Fell,01/01/1911 12:00:00 AM,40.3,44.5,"(40.300000, 44.500000)",0.1072,1.1072,1911,Yeghvard,Kotayk'i Marz,Armenia
277,Ergheo,10044,Valid,L5,20000.0,Fell,01/01/1889 12:00:00 AM,1.16667,44.16667,"(1.166670, 44.166670)",20.0,21.0,1889,Qoryooley,Lower Shabeelle,Somalia
278,Erxleben,10049,Valid,H6,2250.0,Fell,01/01/1812 12:00:00 AM,52.21667,11.25,"(52.216670, 11.250000)",2.25,3.25,1812,Erxleben,Saxony-Anhalt,Germany
279,Esnandes,10051,Valid,L6,1500.0,Fell,01/01/1837 12:00:00 AM,46.25,-1.1,"(46.250000, -1.100000)",1.5,2.5,1837,Esnandes,Poitou-Charentes,France
280,Essebi,10055,Valid,C2-ung,500.0,Fell,01/01/1957 12:00:00 AM,2.88333,30.83333,"(2.883330, 30.833330)",0.5,1.5,1957,Arua,Northern Region,Uganda
281,Estherville,10059,Valid,Mesosiderite-A3/4,320000.0,Fell,01/01/1879 12:00:00 AM,43.41667,-94.83333,"(43.416670, -94.833330)",320.0,321.0,1879,Estherville,Iowa,United States
282,Farmington,10074,Valid,L5,89400.0,Fell,01/01/1890 12:00:00 AM,39.75,-97.03333,"(39.750000, -97.033330)",89.4,90.4,1890,Washington,Kansas,United States
283,Farmville,10075,Valid,H4,56000.0,Fell,01/01/1934 12:00:00 AM,35.55,-77.53333,"(35.550000, -77.533330)",56.0,57.0,1934,Farmville,North Carolina,United States
284,Favars,10078,Valid,H5,1500.0,Fell,01/01/1844 12:00:00 AM,44.38333,2.8166700000000002,"(44.383330, 2.816670)",1.5,2.5,1844,Laissac,Midi-Pyrenees,France
