,name,id,nametype,recclass,massg,fall,date,reclat,reclong,GeoLocation,mass,masslog,year,place,region,country
13643,Odessa (stone),17986,Valid,H4,1926.0,Found,01/01/1960 12:00:00 AM,46.5,30.76667,"(46.500000, 30.766670)",1.926,2.926,1960,Odessa,Odessa,Ukraine
13644,O'Donnell,17987,Valid,H5,12700.0,Found,01/01/1992 12:00:00 AM,32.91217,-101.91866999999999,"(32.912170, -101.918670)",12.7,13.7,1992,Lamesa,Texas,United States
13645,Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,01/01/1918 12:00:00 AM,41.16667,-101.66667,"(41.166670, -101.666670)",3.3,4.3,1918,Ogallala,Nebraska,United States
13646,Okahandja,17999,Valid,"Iron, IIAB",6580.0,Found,01/01/1926 12:00:00 AM,-21.98333,16.933329999999998,"(-21.983330, 16.933330)",6.58,7.58,1926,Okahandja,Otjozondjupa,Namibia
13647,Okechobee,18001,Valid,L4,1000.0,Found,01/01/1916 12:00:00 AM,26.683329999999998,-80.8,"(26.683330, -80.800000)",1.0,2.0,1916,South Bay,Florida,United States
13648,Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,01/01/1854 12:00:00 AM,33.5,-89.0,"(33.500000, -89.000000)",0.156,1.156,1854,Starkville,Mississippi,United States
13652,Old Homestead 003,55545,Valid,Howardite,1780.0,Found,01/01/2002 12:00:00 AM,-31.452779999999997,127.8905,"(-31.452780, 127.890500)",1.78,2.7800000000000002,2002,Ceduna,South Australia,Australia
13653,Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,01/01/1976 12:00:00 AM,34.46667,-115.23333000000001,"(34.466670, -115.233330)",2753.0,2754.0,1976,Needles,California,United States
13654,Oldfield River,18010,Valid,H5,150.0,Found,01/01/1972 12:00:00 AM,-33.0,121.0,"(-33.000000, 121.000000)",0.15,1.15,1972,Ravensthorpe,Western Australia,Australia
13655,Oldman Mountain,56392,Valid,H5,198.96,Found,01/01/2008 12:00:00 AM,33.67248,-114.2917,"(33.672480, -114.291700)",0.19896,1.19896,2008,Quartzsite,Arizona,United States
13656,Oliver,18014,Valid,L6,6690.0,Found,01/01/1984 12:00:00 AM,41.2,-103.68333,"(41.200000, -103.683330)",6.69,7.69,1984,Kimball,Nebraska,United States
13657,Olton,18016,Valid,H3.5,953.0,Found,01/01/1948 12:00:00 AM,34.16722,-102.13361,"(34.167220, -102.133610)",0.953,1.9529999999999998,1948,Olton,Texas,United States
13678,Onello,18020,Valid,"Iron, ungrouped",164.0,Found,01/01/1997 12:00:00 AM,63.166669999999996,137.66666999999998,"(63.166670, 137.666670)",0.164,1.164,1997,Nezhdaninskoe,Sakha,Russia
13680,Opava,18021,Valid,Iron,14300.0,Found,01/01/1925 12:00:00 AM,49.96667,17.9,"(49.966670, 17.900000)",14.3,15.3,1925,Opava,Moravskoslezsky,Czech Republic
13681,Ophara,18022,Valid,H4,85.4,Found,01/01/1983 12:00:00 AM,-32.123329999999996,141.07972,"(-32.123330, 141.079720)",0.0854,1.0854,1983,Broken Hill,New South Wales,Australia
13682,Orange River (iron),18023,Valid,"Iron, IIIAB",148800.0,Found,01/01/1855 12:00:00 AM,-30.0,25.0,"(-30.000000, 25.000000)",148.8,149.8,1855,Petrusville,Northern Cape,South Africa
13683,Orimattila,18028,Valid,H4,1872.0,Found,01/01/1974 12:00:00 AM,60.583330000000004,25.58333,"(60.583330, 25.583330)",1.872,2.872,1974,Askola,Uusimaa,Finland
13684,Orlovka,18029,Valid,H5,40500.0,Found,01/01/1928 12:00:00 AM,56.0,76.75,"(56.000000, 76.750000)",40.5,41.5,1928,Vengerovo,Novosibirsk,Russia
13685,Oro Grande,18031,Valid,H5,513.0,Found,01/01/1971 12:00:00 AM,32.37167,-106.25833,"(32.371670, -106.258330)",0.513,1.513,1971,White Sands,New Mexico,United States
13686,Oroville,18032,Valid,"Iron, IIIAB",24500.0,Found,01/01/1893 12:00:00 AM,39.68333,-121.63333,"(39.683330, -121.633330)",24.5,25.5,1893,Paradise,California,United States
13687,Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600.0,Found,01/01/1895 12:00:00 AM,33.63333,-106.38333,"(33.633330, -106.383330)",3.6,4.6,1895,Carrizozo,New Mexico,United States
13688,Oshkosh,18036,Valid,H,144.8,Found,01/01/1961 12:00:00 AM,44.07694,-88.56278,"(44.076940, -88.562780)",0.1448,1.1448,1961,Oshkosh,Wisconsin,United States
13689,Osseo,18037,Valid,"Iron, IAB complex",46300.0,Found,01/01/1931 12:00:00 AM,47.63333,-80.08333,"(47.633330, -80.083330)",46.3,47.3,1931,Englehart,Ontario,Canada
13690,Österplana 048,56147,Relict,Relict OC,0.0,Found,01/01/2004 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2004,Goetene,Vaestra Goetaland,Sweden
13691,Österplana 049,56148,Relict,Relict OC,0.0,Found,01/01/2012 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2012,Goetene,Vaestra Goetaland,Sweden
13692,Österplana 050,56149,Relict,Relict OC,0.0,Found,01/01/2003 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2003,Goetene,Vaestra Goetaland,Sweden
13693,Österplana 051,56150,Relict,Relict OC,0.0,Found,01/01/2006 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2006,Goetene,Vaestra Goetaland,Sweden
13694,Österplana 053,56152,Relict,Relict OC,0.0,Found,01/01/2002 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2002,Goetene,Vaestra Goetaland,Sweden
13695,Österplana 054,56153,Relict,Relict OC,0.0,Found,01/01/2005 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2005,Goetene,Vaestra Goetaland,Sweden
13696,Österplana 055,56154,Relict,Relict OC,0.0,Found,01/01/2008 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2008,Goetene,Vaestra Goetaland,Sweden
13697,Österplana 057,56156,Relict,Relict OC,0.0,Found,01/01/2009 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2009,Goetene,Vaestra Goetaland,Sweden
13698,Österplana 062,56161,Relict,Relict OC,0.0,Found,01/01/2010 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2010,Goetene,Vaestra Goetaland,Sweden
13699,Österplana 064,56163,Relict,Relict OC,0.0,Found,01/01/2011 12:00:00 AM,58.583330000000004,13.433329999999998,"(58.583330, 13.433330)",0.0,1.0,2011,Goetene,Vaestra Goetaland,Sweden
13700,Otchinjau,18041,Valid,"Iron, IVA",30000.0,Found,01/01/1919 12:00:00 AM,-16.5,14.0,"(-16.500000, 14.000000)",30.0,31.0,1919,Outapi,Omusati,Namibia
13701,Otinapa,18043,Valid,"Pallasite, PMG",8400.0,Found,01/01/1986 12:00:00 AM,24.183329999999998,-105.03333,"(24.183330, -105.033330)",8.4,9.4,1986,Banderas del Aguila,Durango,Mexico
13702,Otis,18044,Valid,L6,2600.0,Found,01/01/1940 12:00:00 AM,38.53333,-99.05,"(38.533330, -99.050000)",2.6,3.6,1940,La Crosse,Kansas,United States
13703,Otto,18047,Valid,H5,28.0,Found,01/01/1970 12:00:00 AM,35.16667,-105.98333000000001,"(35.166670, -105.983330)",0.028,1.028,1970,Moriarty,New Mexico,United States
13704,Ouallen,18048,Valid,H6,5174.0,Found,01/01/1936 12:00:00 AM,24.16667,0.08333,"(24.166670, 0.083330)",5.174,6.174,1936,Reggane,Adrar,Algeria
13705,Oubari,18049,Valid,LL6,8000.0,Found,01/01/1944 12:00:00 AM,26.8,13.583329999999998,"(26.800000, 13.583330)",8.0,9.0,1944,Idri,Sha`biyat Wadi ash Shati',Libya
13709,Overland Park,18056,Valid,H4,1374.0,Found,01/01/1998 12:00:00 AM,38.96667,-94.66667,"(38.966670, -94.666670)",1.374,2.374,1998,Overland Park,Kansas,United States
13710,Ovid,18057,Valid,H6,6169.0,Found,01/01/1939 12:00:00 AM,40.96667,-102.4,"(40.966670, -102.400000)",6.169,7.169,1939,Julesburg,Colorado,United States
13711,Ovid (b),31283,Valid,H5,860.0,Found,01/01/1943 12:00:00 AM,40.75833,-102.375,"(40.758330, -102.375000)",0.86,1.8599999999999999,1943,Holyoke,Colorado,United States
13712,Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,01/01/1913 12:00:00 AM,37.46667,-118.0,"(37.466670, -118.000000)",192.8,193.8,1913,Bishop,California,United States
13713,Oxford,18063,Valid,H5,6000.0,Found,01/01/1985 12:00:00 AM,40.16667,-99.66667,"(40.166670, -99.666670)",6.0,7.0,1985,Beaver City,Nebraska,United States
13714,Oyogos-Yar,18064,Valid,H4,1200.0,Found,01/01/1990 12:00:00 AM,72.68333,143.53333,"(72.683330, 143.533330)",1.2,2.2,1990,Chokurdakh,Sakha,Russia
13715,Ozernoe,18065,Valid,L6,1830.0,Found,01/01/1983 12:00:00 AM,54.9,62.8,"(54.900000, 62.800000)",1.83,2.83,1983,Safakulevo,Kurgan,Russia
13716,Ozona,18066,Valid,H6,127500.0,Found,01/01/1929 12:00:00 AM,30.73333,-101.3,"(30.733330, -101.300000)",127.5,128.5,1929,Ozona,Texas,United States
13717,Ozren,18067,Valid,"Iron, IAB-MG",3900.0,Found,01/01/1952 12:00:00 AM,44.6125,18.41806,"(44.612500, 18.418060)",3.9,4.9,1952,Gnojnica,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina
13718,Page City,18070,Valid,"Iron, IVA",13630.0,Found,01/01/1980 12:00:00 AM,39.16667,-101.28333,"(39.166670, -101.283330)",13.63,14.63,1980,Colby,Kansas,United States
13719,Pallasovka,34061,Valid,"Pallasite, PMG",198000.0,Found,01/01/1990 12:00:00 AM,49.86667,46.611670000000004,"(49.866670, 46.611670)",198.0,199.0,1990,Pallasovka,Volgograd,Russia
13720,Palmas de Monte Alto,48959,Valid,"Iron, IIIAB",97000.0,Found,01/01/1954 12:00:00 AM,-14.3675,-43.02278,"(-14.367500, -43.022780)",97.0,98.0,1954,Palmas de Monte Alto,Bahia,Brazil
13721,Palmersville,18078,Valid,H5,9979.0,Found,01/01/1908 12:00:00 AM,36.4665,-88.60283000000001,"(36.466500, -88.602830)",9.979,10.979,1908,Dresden,Tennessee,United States
13724,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,01/01/1935 12:00:00 AM,34.9,-101.21667,"(34.900000, -101.216670)",3.0,4.0,1935,Claude,Texas,United States
13725,Pampa (a),18083,Valid,L6,380.0,Found,01/01/1986 12:00:00 AM,-23.2,-70.43333,"(-23.200000, -70.433330)",0.38,1.38,1986,Antofagasta,Antofagasta,Chile
13726,Pampa (e),18087,Valid,L6,10000.0,Found,01/01/1987 12:00:00 AM,-23.2,-70.43333,"(-23.200000, -70.433330)",10.0,11.0,1987,Antofagasta,Antofagasta,Chile
13727,Pampa (f),18088,Valid,L4/5,1300.0,Found,01/01/2000 12:00:00 AM,-23.183329999999998,-70.43333,"(-23.183330, -70.433330)",1.3,2.3,2000,Antofagasta,Antofagasta,Chile
13728,Pampa de Agua Blanca,18090,Valid,L6,10.0,Found,01/01/1916 12:00:00 AM,-24.16667,-69.83333,"(-24.166670, -69.833330)",0.01,1.01,1916,Antofagasta,Antofagasta,Chile
13729,Pampa de Mejillones 001,54636,Valid,L5,635.0,Found,01/01/1999 12:00:00 AM,-23.15639,-70.47458,"(-23.156390, -70.474580)",0.635,1.635,1999,Antofagasta,Antofagasta,Chile
13738,Pampa de Mejillones 010,54644,Valid,L5,360.0,Found,01/01/2004 12:00:00 AM,-23.20222,-70.43528,"(-23.202220, -70.435280)",0.36,1.3599999999999999,2004,Antofagasta,Antofagasta,Chile
13740,Pampa de Mejillones 012,54646,Valid,H4,360.0,Found,01/01/2006 12:00:00 AM,-23.16222,-70.43633,"(-23.162220, -70.436330)",0.36,1.3599999999999999,2006,Antofagasta,Antofagasta,Chile
13743,Pampa del Infierno,18091,Valid,L6,896.0,Found,01/01/1895 12:00:00 AM,-26.683329999999998,-61.083330000000004,"(-26.683330, -61.083330)",0.896,1.896,1895,Concepcion del Bermejo,Chaco,Argentina
13744,Pampa Providencia,18092,Valid,"Iron, IIIAB",12400.0,Found,01/01/1994 12:00:00 AM,-24.45,-69.57167,"(-24.450000, -69.571670)",12.4,13.4,1994,Antofagasta,Antofagasta,Chile
13745,Pan de Azucar,18094,Valid,"Iron, IAB complex",19500.0,Found,01/01/1887 12:00:00 AM,-26.5,-69.5,"(-26.500000, -69.500000)",19.5,20.5,1887,Diego de Almagro,Atacama,Chile
13746,Panhandle,18096,Valid,H5,1360.0,Found,01/01/1969 12:00:00 AM,35.33333,-101.38333,"(35.333330, -101.383330)",1.36,2.3600000000000003,1969,Panhandle,Texas,United States
13748,Paposo,31285,Valid,LL6,2000.0,Found,01/01/2001 12:00:00 AM,-25.14333,-70.32,"(-25.143330, -70.320000)",2.0,3.0,2001,Taltal,Antofagasta,Chile
13750,Para de Minas,18099,Valid,"Iron, IVA",116300.0,Found,01/01/1934 12:00:00 AM,-19.866670000000003,-44.61667,"(-19.866670, -44.616670)",116.3,117.3,1934,Para de Minas,Minas Gerais,Brazil
13751,Park,18104,Valid,L6,13000.0,Found,01/01/1969 12:00:00 AM,39.11,-100.36166999999999,"(39.110000, -100.361670)",13.0,14.0,1969,Gove,Kansas,United States
13752,Parma Canyon,18107,Valid,Iron,2150.0,Found,01/01/1940 12:00:00 AM,43.8,-117.0,"(43.800000, -117.000000)",2.15,3.15,1940,Parma,Idaho,United States
13753,Patos de Minas (hexahedrite),18113,Valid,"Iron, IIAB",32000.0,Found,01/01/1925 12:00:00 AM,-18.58333,-46.53333,"(-18.583330, -46.533330)",32.0,33.0,1925,Patos de Minas,Minas Gerais,Brazil
13754,Patricia,18115,Valid,H5,14900.0,Found,01/01/1983 12:00:00 AM,32.5,-102.03333,"(32.500000, -102.033330)",14.9,15.9,1983,Lamesa,Texas,United States
13755,Patriot Hills 99001,18117,Valid,L5,1.73,Found,01/01/2000 12:00:00 AM,-80.28555,-81.81348,"(-80.285550, -81.813480)",0.00173,1.00173,2000,Ushuaia,Tierra del Fuego,Argentina
13808,Paulding County,18172,Valid,Iron,725.0,Found,01/01/1901 12:00:00 AM,34.0,-84.8,"(34.000000, -84.800000)",0.725,1.725,1901,Dallas,Georgia,United States
13809,Pavlodar (pallasite),18174,Valid,"Pallasite, PMG-an",4500.0,Found,01/01/1885 12:00:00 AM,51.16667,77.33333,"(51.166670, 77.333330)",4.5,5.5,1885,Koktobe,Pavlodar,Kazakhstan
13810,Paymaster Mine,44796,Valid,L5,159.0,Found,01/01/2004 12:00:00 AM,33.18667,-114.91783000000001,"(33.186670, -114.917830)",0.159,1.159,2004,Mesa Verde,California,United States
13811,Payson,18178,Valid,L6,1728.0,Found,01/01/2001 12:00:00 AM,34.23333,-111.4,"(34.233330, -111.400000)",1.728,2.7279999999999998,2001,Payson,Arizona,United States
13812,Peck's Spring,18182,Valid,L5,1600.0,Found,01/01/1926 12:00:00 AM,32.0,-102.0,"(32.000000, -102.000000)",1.6,2.6,1926,Midland,Texas,United States
13813,Pecora Escarpment 01001,31286,Valid,LL5,19.5,Found,01/01/2005 12:00:00 AM,-85.6661,-69.04142,"(-85.666100, -69.041420)",0.0195,1.0195,2005,Ushuaia,Tierra del Fuego,Argentina
13848,Pecora Escarpment 82500,18263,Valid,CK4/5,90.9,Found,01/01/1982 12:00:00 AM,-85.68566,-68.80758,"(-85.685660, -68.807580)",0.09090000000000001,1.0909,1982,Ushuaia,Tierra del Fuego,Argentina
13849,Pooposo,18869,Valid,"Iron, IAB-MG",12000.0,Found,01/01/1910 12:00:00 AM,-18.33333,-66.83333,"(-18.333330, -66.833330)",12.0,13.0,1910,Huanuni,Oruro,Bolivia
14342,Pedernales,34062,Valid,"Iron, IAB complex",691.0,Found,01/01/1980 12:00:00 AM,30.33333,-98.95,"(30.333330, -98.950000)",0.691,1.6909999999999998,1980,Fredericksburg,Texas,United States
14343,Peetz,18783,Valid,L6,11500.0,Found,01/01/1937 12:00:00 AM,40.95,-103.08333,"(40.950000, -103.083330)",11.5,12.5,1937,Sidney,Nebraska,United States
14344,Pei Xian,18784,Valid,Iron,400000.0,Found,01/01/1917 12:00:00 AM,34.7,117.0,"(34.700000, 117.000000)",400.0,401.0,1917,Peicheng,Jiangsu Sheng,China
14345,Pelona Mountain,18785,Valid,H5,618.0,Found,01/01/1999 12:00:00 AM,33.66667,-108.1,"(33.666670, -108.100000)",0.618,1.6179999999999999,1999,Reserve,New Mexico,United States
14346,Pennyweight,18787,Valid,"Iron, ungrouped",12.7,Found,01/01/1982 12:00:00 AM,-29.116670000000003,122.08333,"(-29.116670, 122.083330)",0.0127,1.0127,1982,Kalgoorlie,Western Australia,Australia
14348,Penouille,18789,Valid,"Iron, IAB complex",72.54,Found,01/01/1984 12:00:00 AM,48.85,-64.43333,"(48.850000, -64.433330)",0.07254000000000001,1.07254,1984,Gaspe,Quebec,Canada
14349,Pep,18791,Valid,OC,591.0,Found,01/01/1966 12:00:00 AM,33.73,-102.57667,"(33.730000, -102.576670)",0.591,1.591,1966,Morton,Texas,United States
14350,Perryton,18794,Valid,LL6,2114.0,Found,01/01/1975 12:00:00 AM,36.35333,-100.73167,"(36.353330, -100.731670)",2.114,3.114,1975,Perryton,Texas,United States
14351,Perryville,18795,Valid,"Iron, IIC",17500.0,Found,01/01/1906 12:00:00 AM,37.73333,-89.85,"(37.733330, -89.850000)",17.5,18.5,1906,Perryville,Missouri,United States
14352,Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,01/01/1893 12:00:00 AM,35.05,-84.23333000000001,"(35.050000, -84.233330)",5.0,6.0,1893,McCaysville,Georgia,United States
14353,Petropavlovka,18802,Valid,H4,1773.0,Found,01/01/1916 12:00:00 AM,48.2,43.73333,"(48.200000, 43.733330)",1.773,2.7729999999999997,1916,Oktyabr'skiy,Volgograd,Russia
14354,Petropavlovsk,18803,Valid,"Iron, ungrouped",7000.0,Found,01/01/1841 12:00:00 AM,53.35,87.18333,"(53.350000, 87.183330)",7.0,8.0,1841,Kuzedeyevo,Kemerovo,Russia
14355,Pevensey,18805,Valid,LL5,4300.0,Found,01/01/1868 12:00:00 AM,-34.78333,144.66666999999998,"(-34.783330, 144.666670)",4.3,5.3,1868,Hay,New South Wales,Australia
14356,Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,01/01/1935 12:00:00 AM,40.45,-102.38333,"(40.450000, -102.383330)",1.36,2.3600000000000003,1935,Holyoke,Colorado,United States
14357,Phulmari,18810,Valid,Stone-uncl,4064.0,Found,01/01/1936 12:00:00 AM,20.133329999999997,75.5,"(20.133330, 75.500000)",4.064,5.064,1936,Sillod,Maharashtra,India
14358,Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,01/01/1952 12:00:00 AM,33.2,-105.0,"(33.200000, -105.000000)",22.0,23.0,1952,Roswell,New Mexico,United States
14359,Pickens County,18815,Valid,H6,400.0,Found,01/01/1908 12:00:00 AM,34.5,-84.5,"(34.500000, -84.500000)",0.4,1.4,1908,Jasper,Georgia,United States
14360,Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000.0,Found,01/01/1922 12:00:00 AM,-18.941670000000002,-44.98333,"(-18.941670, -44.983330)",59.0,60.0,1922,Pompeu,Minas Gerais,Brazil
14361,Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,01/01/1917 12:00:00 AM,37.86667,-100.66667,"(37.866670, -100.666670)",100.0,101.0,1917,Garden City,Kansas,United States
14362,Pierceville (stone),18820,Valid,L6,2125.0,Found,01/01/1939 12:00:00 AM,37.86667,-100.66667,"(37.866670, -100.666670)",2.125,3.125,1939,Garden City,Kansas,United States
14363,Pigick,18821,Valid,H5,690.0,Found,01/01/1994 12:00:00 AM,-35.90667,141.855,"(-35.906670, 141.855000)",0.69,1.69,1994,Horsham,Victoria,Australia
14364,Pima County,18823,Valid,"Iron, IIAB",210.0,Found,01/01/1947 12:00:00 AM,32.2,-111.0,"(32.200000, -111.000000)",0.21,1.21,1947,South Tucson,Arizona,United States
14365,Pine Bluffs,18824,Valid,H,2700.0,Found,01/01/1935 12:00:00 AM,41.18333,-104.06667,"(41.183330, -104.066670)",2.7,3.7,1935,Pine Bluffs,Wyoming,United States
14366,Pine Dam,18825,Valid,L5,200.4,Found,01/01/1976 12:00:00 AM,-30.41667,138.0,"(-30.416670, 138.000000)",0.2004,1.2004,1976,Roxby Downs,South Australia,Australia
14367,Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,01/01/1931 12:00:00 AM,44.21667,-89.1,"(44.216670, -89.100000)",3.6,4.6,1931,King,Wisconsin,United States
14368,Pingrup,55547,Valid,H5-melt breccia,1213.0,Found,01/01/2011 12:00:00 AM,-33.58316,118.65661999999999,"(-33.583160, 118.656620)",1.213,2.213,2011,Katanning,Western Australia,Australia
14369,Pinnaroo,18827,Valid,Mesosiderite-A4,39400.0,Found,01/01/1927 12:00:00 AM,-35.38333,140.91666999999998,"(-35.383330, 140.916670)",39.4,40.4,1927,Keith,South Australia,Australia
14370,Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,01/01/1928 12:00:00 AM,32.66667,-105.1,"(32.666670, -105.100000)",17.85,18.85,1928,Artesia,New Mexico,United States
14371,Pinto Mountains,18829,Valid,L6,17900.0,Found,01/01/1954 12:00:00 AM,34.0,-115.78333,"(34.000000, -115.783330)",17.9,18.9,1954,Twentynine Palms,California,United States
14372,Pipe Creek,18830,Valid,H6,13600.0,Found,01/01/1887 12:00:00 AM,29.683329999999998,-98.91667,"(29.683330, -98.916670)",13.6,14.6,1887,Lakehills,Texas,United States
14373,Pirapora,18833,Valid,"Iron, IIAB",6175.0,Found,01/01/1888 12:00:00 AM,-17.3,-45.0,"(-17.300000, -45.000000)",6.175,7.175,1888,Buritizeiro,Minas Gerais,Brazil
14374,Pitino,18836,Valid,H5,1667.0,Found,01/01/2002 12:00:00 AM,-27.46667,-60.583330000000004,"(-27.466670, -60.583330)",1.667,2.667,2002,Villa Angela,Chaco,Argentina
14375,Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,01/01/1850 12:00:00 AM,40.43333,-80.0,"(40.433330, -80.000000)",0.6,1.6,1850,Pittsburgh,Pennsylvania,United States
14376,Pizzetti Well,55548,Valid,H5,218.57,Found,01/01/1980 12:00:00 AM,-26.261670000000002,120.73333000000001,"(-26.261670, 120.733330)",0.21857,1.21857,1980,Newman,Western Australia,Australia
14377,Plains,18839,Valid,H5,34300.0,Found,01/01/1964 12:00:00 AM,33.28333,-102.76666999999999,"(33.283330, -102.766670)",34.3,35.3,1964,Plains,Texas,United States
14378,Plains (d),18840,Valid,H4,280.0,Found,01/01/1991 12:00:00 AM,33.26667,-102.9,"(33.266670, -102.900000)",0.28,1.28,1991,Plains,Texas,United States
14379,Plainview (1917),18841,Valid,H5,700000.0,Found,01/01/1917 12:00:00 AM,34.11667,-101.78333,"(34.116670, -101.783330)",700.0,701.0,1917,Hale Center,Texas,United States
14380,Plainview (1950),18842,Valid,H,2200.0,Found,01/01/1950 12:00:00 AM,34.11667,-101.78333,"(34.116670, -101.783330)",2.2,3.2,1950,Hale Center,Texas,United States
14381,Plainview (c),18843,Valid,OC,631.0,Found,01/01/1963 12:00:00 AM,34.125,-101.75667,"(34.125000, -101.756670)",0.631,1.631,1963,Plainview,Texas,United States
14382,Plainview (d),18844,Valid,L6,700.0,Found,01/01/1979 12:00:00 AM,34.1875,-101.70416999999999,"(34.187500, -101.704170)",0.7,1.7,1979,Plainview,Texas,United States
14383,Plainview (e),54437,Valid,H5,1250.0,Found,01/01/2010 12:00:00 AM,34.18513,-101.70558,"(34.185130, -101.705580)",1.25,2.25,2010,Plainview,Texas,United States
14384,Plancy-l'Abbaye,18845,Valid,H4,180.0,Found,01/01/2003 12:00:00 AM,48.66667,-4.05,"(48.666670, -4.050000)",0.18,1.18,2003,Plougoulm,Brittany,France
14386,Plateau du Tademait 002,31297,Valid,L6,4334.0,Found,01/01/2002 12:00:00 AM,28.29767,0.6665,"(28.297670, 0.666500)",4.334,5.334,2002,Adrar,Adrar,Algeria
14390,Plateau du Tademait 006,45006,Valid,LL6,2995.0,Found,01/01/2004 12:00:00 AM,27.37033,0.70617,"(27.370330, 0.706170)",2.995,3.995,2004,Aoulef,Adrar,Algeria
14391,Pleasanton,18848,Valid,H5,2300.0,Found,01/01/1935 12:00:00 AM,38.18333,-94.71667,"(38.183330, -94.716670)",2.3,3.3,1935,Pleasanton,Kansas,United States
14392,Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,01/01/1893 12:00:00 AM,41.33333,-86.31667,"(41.333330, -86.316670)",14.0,15.0,1893,Plymouth,Indiana,United States
14393,Podgrodzie,31301,Valid,H4/5,8.9,Found,01/01/2000 12:00:00 AM,50.90333,21.54983,"(50.903330, 21.549830)",0.0089,1.0089,2000,Cmielow,Swietokrzyskie,Poland
14394,Podolkhovsky,51587,Valid,L6,648.0,Found,01/01/2007 12:00:00 AM,49.66883,42.8325,"(49.668830, 42.832500)",0.648,1.6480000000000001,2007,Serafimovich,Volgograd,Russia
14395,Poeppel Corner,18852,Valid,L6,277.0,Found,01/01/1980 12:00:00 AM,-25.78333,137.93333,"(-25.783330, 137.933330)",0.277,1.2770000000000001,1980,The Sill,South Australia,Australia
14397,Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000.0,Found,01/01/1956 12:00:00 AM,36.5,-104.5,"(36.500000, -104.500000)",18.0,19.0,1956,Springer,New Mexico,United States
